"Date","Category","Priority"
2025-12-15,"Service Quality","Medium"
2026-05-04,"Communication Problems","Low"
2026-05-24,"Complaints Handling","Medium"
2026-04-04,"Billing Issues","Low"
2026-03-03,"Other","Medium"
2025-10-24,"Payment Failures","Low"
2026-05-30,"Customer Behaviour","High"
2026-04-03,"Customer Behaviour","Medium"
2025-10-09,"Billing Issues","Low"
2026-04-21,"Subscription Issues","Low"
2025-11-03,"Website Problems","Low"
2025-12-19,"Product Defects","Low"
2025-11-04,"Website Problems","Low"
2025-10-29,"Third-party Issues","Low"
2025-12-24,"Account Access","Medium"
2025-10-18,"Technical Errors","High"
2026-02-02,"Technical Errors","High"
2025-11-28,"Billing Issues","Low"
2025-10-16,"Fraud/Scam Concerns","Low"
2026-02-09,"Billing Issues","Medium"
2025-10-26,"Service Quality","Low"
2026-03-13,"Website Problems","Low"
2025-10-10,"Billing Issues","Low"
2026-04-06,"Data/Privacy Queries","Medium"
2026-02-12,"Customer Behaviour","Low"
2026-02-25,"Website Problems","Low"
2025-11-24,"Delivery Delays","Low"
2025-10-17,"Information Requests","High"
2025-12-24,"Customer Behaviour","Medium"
2026-02-23,"Data/Privacy Queries","Low"
2026-03-07,"Account Access","Medium"
2026-05-29,"Delivery Delays","Low"
2026-04-13,"Website Problems","Medium"
2026-02-03,"Service Quality","Low"
2026-03-17,"Service Quality","Low"
2026-05-31,"Billing Issues","High"
2025-10-20,"Service Quality","Medium"
2026-01-02,"Service Quality","Low"
2026-02-17,"Information Requests","Low"
2025-12-07,"Technical Errors","High"
2026-04-20,"Technical Errors","Low"
2025-12-01,"Product Defects","Medium"
2025-11-20,"Technical Errors","Medium"
2026-05-11,"Refund Requests","Low"
2026-01-17,"Customer Behaviour","Medium"
2025-10-03,"Billing Issues","Medium"
2026-04-01,"Delivery Delays","Medium"
2026-04-11,"Refund Requests","Low"
2026-01-25,"Complaints Handling","High"
2026-05-02,"Account Access","Medium"
2026-01-25,"Refund Requests","Low"
2025-11-25,"Billing Issues","Low"
2025-10-06,"Payment Failures","High"
2025-10-03,"Billing Issues","Medium"
2025-11-27,"Subscription Issues","Medium"
2026-01-21,"Website Problems","Low"
2025-11-30,"Delivery Delays","Medium"
2026-05-29,"Customer Behaviour","Low"
2026-05-02,"Fraud/Scam Concerns","Medium"
2026-03-16,"Delivery Delays","Low"
2026-04-18,"Communication Problems","Medium"
2026-02-05,"Third-party Issues","Low"
2025-12-21,"Cancellation Requests","Low"
2026-01-03,"Account Access","High"
2025-11-11,"Account Access","Low"
2026-03-04,"Product Defects","Medium"
2025-10-03,"Refund Requests","Low"
2026-01-03,"Customer Behaviour","High"
2026-04-05,"Billing Issues","Low"
2025-11-17,"Cancellation Requests","High"
2026-05-11,"App Issues","Medium"
2025-11-01,"Delivery Delays","Low"
2025-12-22,"Delivery Delays","Medium"
2026-03-04,"Payment Failures","High"
2026-01-07,"Complaints Handling","Medium"
2026-04-04,"Customer Behaviour","Medium"
2026-05-21,"Customer Behaviour","High"
2026-01-09,"Information Requests","Medium"
2026-01-13,"Data/Privacy Queries","High"
2026-01-24,"Delivery Delays","Medium"
2026-03-19,"Technical Errors","High"
2025-12-18,"Delivery Delays","Low"
2026-05-16,"Data/Privacy Queries","Low"
2025-10-12,"Technical Errors","Low"
2025-11-13,"Information Requests","Low"
2026-01-03,"Communication Problems","Low"
2026-06-05,"Service Quality","Medium"
2026-04-15,"Refund Requests","Medium"
2025-11-20,"Customer Behaviour","High"
2025-10-11,"Delivery Delays","Medium"
2026-01-04,"Product Defects","Low"
2026-04-15,"Delivery Delays","High"
2026-05-10,"Delivery Delays","Low"
2026-02-04,"Fraud/Scam Concerns","High"
2025-11-03,"Information Requests","Low"
2025-10-07,"Website Problems","Low"
2025-10-09,"App Issues","Medium"
2026-03-19,"Technical Errors","High"
2025-12-09,"Communication Problems","High"
2026-04-30,"Customer Behaviour","Low"
2025-12-25,"Account Access","Low"
2026-05-03,"Third-party Issues","Low"
2025-11-10,"Payment Failures","High"
2026-05-03,"Subscription Issues","High"
2026-04-26,"Communication Problems","Low"
2026-04-07,"Product Defects","Medium"
2026-04-18,"Subscription Issues","Low"
2026-03-29,"Complaints Handling","Medium"
2026-03-18,"Product Defects","Low"
2025-12-23,"Technical Errors","Low"
2026-04-30,"Website Problems","Medium"
2025-10-20,"Delivery Delays","Low"
2026-01-08,"Fraud/Scam Concerns","High"
2025-11-03,"Product Defects","Low"
2026-06-02,"Delivery Delays","Low"
2026-03-01,"Third-party Issues","Medium"
2026-05-21,"Fraud/Scam Concerns","Low"
2025-10-05,"Product Defects","Medium"
2026-04-25,"Account Access","Medium"
2026-04-13,"Product Defects","Low"
2026-01-18,"Service Quality","Low"
2025-12-09,"Technical Errors","High"
2026-04-18,"Billing Issues","Low"
2026-04-06,"Billing Issues","Low"
2026-03-22,"Communication Problems","Low"
2026-04-13,"Account Access","Low"
2026-05-23,"Billing Issues","Low"
2026-06-06,"Technical Errors","Medium"
2026-04-17,"Cancellation Requests","High"
2026-04-04,"Customer Behaviour","Low"
2026-03-15,"Cancellation Requests","High"
2025-10-11,"App Issues","Low"
2026-06-08,"Delivery Delays","Medium"
2025-12-29,"App Issues","Low"
2026-01-06,"Billing Issues","Low"
2026-05-21,"Technical Errors","High"
2026-05-27,"App Issues","Medium"
2026-03-07,"Refund Requests","High"
2026-03-04,"Cancellation Requests","Medium"
2025-12-20,"Technical Errors","High"
2026-01-30,"Service Quality","Medium"
2026-03-31,"Product Defects","Medium"
2026-01-09,"Billing Issues","High"
2025-12-23,"Customer Behaviour","Low"
2026-03-10,"Billing Issues","Low"
2026-04-10,"Cancellation Requests","Medium"
2025-11-27,"Information Requests","Low"
2025-10-27,"Service Quality","Low"
2026-03-23,"Fraud/Scam Concerns","Medium"
2025-11-05,"Product Defects","High"
2026-04-07,"Subscription Issues","Low"
2026-02-19,"Customer Behaviour","Low"
2025-10-28,"Cancellation Requests","Low"
2025-12-25,"Delivery Delays","Medium"
2026-01-21,"Delivery Delays","High"
2026-04-18,"Cancellation Requests","Low"
2026-02-24,"Cancellation Requests","Medium"
2026-03-22,"Delivery Delays","Low"
2025-11-17,"Billing Issues","Medium"
2026-05-31,"Payment Failures","Medium"
2026-03-14,"Service Quality","Low"
2026-04-22,"Product Defects","High"
2026-06-03,"Customer Behaviour","Low"
2026-03-08,"Payment Failures","Low"
2026-03-08,"Cancellation Requests","Medium"
2026-03-24,"Website Problems","Low"
2026-04-21,"Customer Behaviour","Low"
2026-06-03,"Billing Issues","Low"
2026-01-10,"Information Requests","Low"
2026-01-31,"Service Quality","Low"
2025-11-14,"Customer Behaviour","Low"
2026-04-07,"Technical Errors","High"
2026-02-06,"Delivery Delays","Medium"
2026-01-07,"App Issues","Low"
2026-04-05,"Payment Failures","Low"
2026-03-13,"Information Requests","Medium"
2026-04-15,"Billing Issues","Medium"
2026-02-24,"Website Problems","High"
2025-12-28,"Account Access","Low"
2026-04-18,"Account Access","Low"
2026-01-29,"Complaints Handling","High"
2025-12-07,"Cancellation Requests","Medium"
2025-12-28,"Billing Issues","Low"
2025-11-07,"Cancellation Requests","Low"
2026-05-22,"Website Problems","High"
2026-01-26,"Third-party Issues","Medium"
2026-04-03,"Account Access","Low"
2026-06-03,"Technical Errors","High"
2026-04-02,"Product Defects","Low"
2026-05-04,"Payment Failures","Low"
2025-10-29,"Account Access","Low"
2026-03-19,"Information Requests","Low"
2026-01-18,"Billing Issues","Low"
2026-04-28,"Subscription Issues","Low"
2026-03-11,"Billing Issues","Low"
2026-04-20,"Technical Errors","High"
2026-01-25,"Cancellation Requests","Low"
2026-01-10,"Billing Issues","Low"
2025-12-04,"Billing Issues","Low"
2026-01-01,"Data/Privacy Queries","Medium"
2026-01-28,"Billing Issues","Medium"
2025-12-19,"Cancellation Requests","Low"
2026-06-01,"Delivery Delays","Low"
2025-12-31,"Technical Errors","High"
2026-03-01,"Communication Problems","Low"
2026-04-04,"Product Defects","Low"
2025-12-08,"Account Access","Low"
2025-12-21,"Product Defects","Medium"
2025-12-17,"Product Defects","Low"
2026-04-19,"Technical Errors","Low"
2026-01-18,"Delivery Delays","Low"
2026-01-31,"Subscription Issues","Low"
2026-02-14,"Account Access","Medium"
2025-11-12,"Cancellation Requests","Low"
2026-03-13,"Data/Privacy Queries","Low"
2026-05-04,"Delivery Delays","Medium"
2026-05-23,"Complaints Handling","High"
2026-03-21,"Complaints Handling","Low"
2026-01-06,"Product Defects","Low"
2025-10-10,"Customer Behaviour","Medium"
2026-01-19,"App Issues","Medium"
2026-02-11,"Service Quality","Medium"
2025-12-07,"Service Quality","Medium"
2026-02-17,"App Issues","High"
2026-05-28,"Service Quality","Low"
2026-02-27,"Service Quality","Low"
2026-02-26,"Account Access","Low"
2025-10-09,"Delivery Delays","Low"
2025-10-16,"Payment Failures","High"
2025-11-18,"Product Defects","Medium"
2025-10-29,"Service Quality","Low"
2026-02-09,"Account Access","Medium"
2026-01-13,"Billing Issues","High"
2026-01-16,"Refund Requests","Medium"
2026-02-20,"Product Defects","Medium"
2025-12-09,"Account Access","Low"
2025-10-25,"App Issues","High"
2026-02-19,"Information Requests","Low"
2025-12-30,"Billing Issues","Low"
2025-10-16,"Subscription Issues","Low"
2026-04-02,"App Issues","High"
2026-03-10,"Refund Requests","Low"
2025-10-18,"Complaints Handling","Medium"
2025-12-12,"Website Problems","High"
2025-11-09,"Service Quality","Low"
2026-01-02,"Fraud/Scam Concerns","Low"
2025-10-14,"Delivery Delays","Low"
2026-03-07,"Complaints Handling","Medium"
2026-02-13,"Subscription Issues","Low"
2026-03-11,"Billing Issues","Low"
2026-02-06,"Account Access","Low"
2025-10-02,"Account Access","High"
2025-10-24,"Technical Errors","Low"
2025-11-13,"Product Defects","Low"
2026-06-05,"Technical Errors","High"
2025-11-15,"Information Requests","Low"
2025-10-12,"Product Defects","High"
2026-04-13,"Information Requests","Low"
2026-01-24,"Account Access","Low"
2026-05-21,"Account Access","Low"
2026-04-26,"Payment Failures","Medium"
2026-01-09,"Technical Errors","High"
2025-12-30,"Customer Behaviour","Medium"
2025-11-27,"Billing Issues","Medium"
2026-04-14,"Billing Issues","Low"
2026-04-02,"Delivery Delays","Low"
2025-11-20,"Product Defects","High"
2025-11-28,"Delivery Delays","Medium"
2025-12-21,"Third-party Issues","Medium"
2026-01-13,"Customer Behaviour","Low"
2025-11-14,"Refund Requests","Medium"
2026-04-04,"Service Quality","Low"
2026-04-14,"Product Defects","Medium"
2026-04-03,"Fraud/Scam Concerns","Low"
2025-11-15,"Delivery Delays","Low"
2026-06-06,"Refund Requests","Low"
2025-10-31,"Complaints Handling","High"
2026-03-09,"Technical Errors","Low"
2026-02-12,"Billing Issues","Low"
2025-10-01,"Delivery Delays","Medium"
2025-10-25,"Billing Issues","Medium"
2026-04-13,"Refund Requests","Low"
2025-10-11,"Service Quality","Low"
2026-04-19,"Refund Requests","Medium"
2026-02-01,"Technical Errors","High"
2025-11-06,"Delivery Delays","Medium"
2026-01-20,"Service Quality","Medium"
2026-05-06,"Technical Errors","Medium"
2026-03-21,"Cancellation Requests","Medium"
2025-12-03,"Website Problems","Low"
2026-05-04,"Technical Errors","High"
2026-04-30,"Service Quality","Medium"
2026-01-04,"Third-party Issues","Medium"
2026-01-02,"Refund Requests","Medium"
2026-05-05,"Product Defects","Low"
2025-10-16,"Information Requests","Low"
2025-11-27,"Complaints Handling","Medium"
2025-12-29,"Account Access","Low"
2026-05-03,"Billing Issues","Low"
2026-03-22,"Customer Behaviour","Medium"
2026-01-29,"Product Defects","Low"
2026-02-19,"Delivery Delays","High"
2025-12-31,"Customer Behaviour","Medium"
2025-11-02,"Account Access","Low"
2026-01-15,"Refund Requests","Low"
2026-04-03,"Customer Behaviour","Medium"
2026-01-08,"Delivery Delays","Low"
2025-10-10,"Account Access","Medium"
2026-01-18,"Delivery Delays","High"
2026-01-27,"Payment Failures","Medium"
2026-04-06,"Customer Behaviour","Medium"
2026-05-26,"Third-party Issues","Medium"
2026-04-10,"Information Requests","Low"
2025-11-28,"Refund Requests","High"
2025-12-29,"Billing Issues","Medium"
2025-10-05,"Product Defects","Medium"
2026-05-20,"Technical Errors","High"
2025-10-11,"Billing Issues","High"
2025-12-26,"App Issues","Medium"
2025-12-12,"Subscription Issues","Low"
2026-02-06,"Billing Issues","Low"
2026-03-16,"Complaints Handling","Medium"
2025-11-14,"Product Defects","High"
2026-05-27,"Service Quality","High"
2025-11-28,"Fraud/Scam Concerns","High"
2026-05-24,"Website Problems","High"
2026-02-26,"Billing Issues","Medium"
2025-11-17,"Billing Issues","Low"
2025-12-17,"Complaints Handling","Low"
2025-12-04,"Service Quality","Medium"
2026-05-10,"Product Defects","Medium"
2026-03-14,"Service Quality","Medium"
2026-03-30,"Customer Behaviour","High"
2026-01-14,"Refund Requests","Low"
2025-12-11,"App Issues","Low"
2026-02-23,"Technical Errors","High"
2025-10-08,"Account Access","Medium"
2025-10-13,"Third-party Issues","Medium"
2025-11-28,"Account Access","Medium"
2026-01-09,"Third-party Issues","Low"
2026-01-01,"Complaints Handling","Low"
2026-03-16,"Information Requests","Low"
2026-02-02,"Fraud/Scam Concerns","High"
2025-10-29,"Complaints Handling","Low"
2026-04-17,"Other","Medium"
2026-01-05,"Technical Errors","Low"
2026-05-04,"Service Quality","High"
2025-11-01,"Refund Requests","Low"
2026-03-19,"Technical Errors","High"
2025-11-30,"Payment Failures","Low"
2026-04-11,"Service Quality","Medium"
2025-10-10,"Fraud/Scam Concerns","Medium"
2026-02-04,"Billing Issues","High"
2026-03-26,"Delivery Delays","Medium"
2026-04-11,"Service Quality","Medium"
2026-05-03,"Delivery Delays","Medium"
2026-03-03,"Service Quality","Medium"
2026-02-15,"Technical Errors","Low"
2026-04-24,"Service Quality","Low"
2026-04-09,"App Issues","Low"
2026-05-31,"Service Quality","Medium"
2025-12-30,"Complaints Handling","High"
2026-03-16,"Technical Errors","High"
2025-12-20,"Cancellation Requests","High"
2025-11-18,"Subscription Issues","Low"
2025-11-23,"App Issues","Low"
2026-02-20,"Information Requests","Medium"
2025-10-14,"Customer Behaviour","Medium"
2026-01-03,"Payment Failures","Low"
2025-12-11,"Payment Failures","High"
2026-04-26,"Cancellation Requests","High"
2026-05-31,"Other","Low"
2025-10-27,"Product Defects","Medium"
2025-12-31,"Billing Issues","Medium"
2026-01-02,"Refund Requests","Medium"
2025-10-21,"Customer Behaviour","Low"
2026-03-04,"Product Defects","Medium"
2025-11-24,"Product Defects","Medium"
2025-10-29,"Product Defects","Low"
2026-02-23,"Cancellation Requests","Low"
2026-01-02,"Billing Issues","Medium"
2026-01-18,"App Issues","Low"
2026-03-27,"Service Quality","Medium"
2026-01-22,"Technical Errors","High"
2026-03-27,"Communication Problems","Low"
2026-05-16,"Billing Issues","Low"
2026-01-22,"Technical Errors","High"
2025-10-27,"Refund Requests","Low"
2026-04-03,"Service Quality","Medium"
2026-05-31,"Complaints Handling","Low"
2026-02-25,"Cancellation Requests","Low"
2026-04-22,"Product Defects","Medium"
2026-05-03,"Complaints Handling","Low"
2026-04-27,"Subscription Issues","Low"
2026-02-04,"Payment Failures","High"
2026-05-22,"Delivery Delays","Low"
2026-01-21,"Product Defects","Medium"
2026-04-26,"Technical Errors","Medium"
2026-04-30,"Service Quality","Low"
2026-02-24,"Technical Errors","Medium"
2025-11-06,"Fraud/Scam Concerns","Low"
2025-10-18,"Complaints Handling","High"
2026-04-24,"Information Requests","Low"
2026-01-30,"Delivery Delays","Medium"
2026-05-27,"Website Problems","Low"
2026-05-17,"Billing Issues","High"
2026-01-26,"Account Access","High"
2026-05-16,"Delivery Delays","Low"
2025-12-13,"Product Defects","High"
2025-12-31,"Service Quality","Low"
2026-03-28,"Website Problems","Medium"
2026-05-29,"Delivery Delays","Medium"
2026-03-21,"Billing Issues","Low"
2026-01-25,"Customer Behaviour","Low"
2025-12-08,"Service Quality","High"
2026-02-27,"Customer Behaviour","Medium"
2026-03-03,"Third-party Issues","Low"
2026-02-07,"Data/Privacy Queries","Medium"
2026-04-07,"Technical Errors","Low"
2026-01-29,"Complaints Handling","Medium"
2026-01-05,"Subscription Issues","Low"
2026-03-13,"Billing Issues","Medium"
2026-05-24,"Product Defects","Low"
2025-12-17,"Other","Medium"
2026-05-23,"Technical Errors","High"
2026-05-27,"Fraud/Scam Concerns","Low"
2026-02-13,"Customer Behaviour","Medium"
2025-12-30,"Billing Issues","Low"
2026-01-15,"Billing Issues","Low"
2025-12-08,"Payment Failures","High"
2025-10-01,"Customer Behaviour","Medium"
2026-04-04,"Customer Behaviour","Medium"
2025-10-09,"App Issues","Low"
2026-03-25,"Cancellation Requests","Medium"
2026-04-06,"Billing Issues","Low"
2026-04-08,"Service Quality","High"
2026-03-11,"Cancellation Requests","Low"
2026-04-23,"Service Quality","Medium"
2025-11-12,"Product Defects","Low"
2025-10-08,"Product Defects","Low"
2026-02-10,"Customer Behaviour","Low"
2026-02-20,"Billing Issues","High"
2025-10-29,"Fraud/Scam Concerns","Low"
2026-05-23,"Billing Issues","High"
2026-02-02,"Delivery Delays","Low"
2026-04-14,"Refund Requests","Low"
2025-10-26,"Information Requests","Low"
2026-04-26,"Technical Errors","High"
2026-04-15,"Billing Issues","Low"
2026-05-01,"Product Defects","Low"
2026-04-10,"Subscription Issues","Low"
2026-05-01,"Delivery Delays","Low"
2026-05-11,"Service Quality","Low"
